review_id,user_id,business_id,text,stars,date
KPMO7m7t8_seOMw728TR8w,8ubBK8XpGqhztb8S_gEGjA,EhtKeNUGGWnjsCLIhCD1jQ,"Wild Horse is my favorite Gila River casino. Diverse slots and they frequently change them out for new ones. Like any casino there's typically a lot of smokers but the earlier you come the less smokers I typically see. 

Food selection here is great and they have Fat Burger!!  Make sure you get ""the card"" for cash back, comps, free play and more. They typically have free slot play multiple times during the week depending on how frequent you play.",4,2018-02-04 22:56
d2rOq9mGtlxqLb4A3LgeZw,jwfOpCgeob0itikBIfPi2Q,NPiLy71qqXzb45k9eQOgCQ,"I've been to Maizie's several times and the food is consistently good. Monday's are pretty bustling for the $3 burger plate and wine specials. It's chaotic but well worth the madness considering the deal. The wingless buffalo dip is one of my favorite plates and we've even been able to duplicate the recipe for a few of our own house parties. Another highlight is Maizie's Sunday Brunch. The red chili is awesome and so are $3 Mimosas & Bloody Mary's. We recently tried the Tuesday Fish Fry which was also great. Plenty of fried fish, a hefty serving of fries, two hush puppies and a creamy corn tartar sauce. The Half Baked dessert (warm cookie with a scoop of vanilla bean ice cream) is the perfect ending to any meal and enough to share with at least two others. 

Additional high marks go for location (walking distance from the Central & Camelback light rail stop), patio seating (especially this time of year), wine punch card club (buy 5 glasses and your 6th is free. SCORE!) and the beer and wine selection. Service on a normal night is always great. Not so easy breezy on Monday nights or during the mad rush for Sunday Brunch. Certainly not a deal breaker for me, I've got a wine punch card and two more glasses gets me a freebie.",4,2009-11-04 5:47
t-Ialuvgki9QCcpF9H6JZg,hQ4E5Do650x1OypMDZer4Q,24Td_CQH1bonWKff1rt2vg,"Definitely a fan. Their potatoes, bacon and fresh blueberry preserves are my favorite. The only comments I would make are that their portions are not very filling & we waited a long time before we received our food.",4,2017-01-18 4:50
YrgUA21nGsUjpYS8RmaX0A,fMlyOFQcmRj5pqhDp4Osug,SBNucLXc9dQP6VBj__XOmQ,"Great food
Asian concept with American feel
Plates are generous
Wish it would be more spicer

Awesome drinks
Awesome happy hour special 

Great service",4,2018-06-11 3:18
wB1az5gMgAnbzixwL-2UfQ,xwy_3UNUdBCdUfdwKWM8AQ,r5PLDU-4mSbde5XekTXSCA,"Busy (line from the counter to the door) but don't be scared off because they have quick service. Happy hour til 7 seemed decent but we were too late. My friend had the meatball sub and it was the best one I've tasted. We got it with sub bread and it was perfect. They also have several other bread options (sesame, crunchy baguette, etc).  The linguine (pasta options are spaghetti, linguine, fettuccine, and penne) was a bit mushy but I liked the basic marinara sauce - it had some heat with lots of red pepper flakes. The sausage was bland - I would go for the big, fluffy meatballs. The garlic bread had a lot of herbs but was also surprisingly bland. This place is inexpensive and laid back - it has a family owned feel that I like. Everything has a lot of options as I mentioned above, and you can do half or whole orders (half was plenty for me). There is a soda fountain and free refills. 

Based on my spaghetti and sausage meal I would give 3 stars but that meatball sub was honestly amazing. Next time I am definitely getting a sandwich!",4,2014-03-20 1:09
sDYrQ37folUQZP-CxDuXbg,K4G6ejcB-Tha2V2W1QUJ-Q,r5PLDU-4mSbde5XekTXSCA,Love this place! My go to is always a sandwich but there really isn't a bad thing on the menu from pasta to deserts.,5,2014-03-02 17:08
20UMqytRbBnILhwHmkx0oA,iJdknUsOPUDA2BTfTVE1Hg,wUKzaS1MHg94RGM6z8u9mw,"This is my favorite place to eat in Scottsdale whenever I go to Fashion Square. I think it is way better than eating in the food court inside the mall. It's a fun and great atmosphere to have lunch or even dinner and to go for drinks.

I really enjoy the Fox restaurants.",4,2011-01-14 5:52
gi2kMQH0tHC-iVGXXzD6zg,MQwSyZ2MZ6N7rtAmphZCow,xS5HGqgk0KY2jFWU-l_nrA,"Went in Saturday for the first time to have brunch. This atmosphere and vibe of this place is awesome! It is simple yet industrial on outside but the inside is elegant and stunning. Perfect place for any occasion to have a girls day, date night, or host a party. Our server was a gentlemen and he was fantastic! Unfortunately I don't remember is name. This place was pretty busy but I love that they accept reservations and it's easy to make on yelp. I love the open kitchen concept where you can see all the fresh ingredients and amazing food they are putting out.

$15 for unlimited champagne during brunch, extra $2 to add a glass of OJ which lasted about 3 refills. I also got a lemonade which was fresh squeezed and the best I have ever had! So refreshing and would make a great summer cocktail. The food menu was great with a ton of options. I got the grilled cheese melt with tomato soup. It was very good and the perfect portion. The soup was pretty simple but paired well with the amazing grilled cheese filled with crisp bacon!! My friend got the roasted pulled chicken sandwich which was huge and looked incredible. She enjoyed it as well! We ended the meal with the apple berry crastada dessert which was light and had the perfect amount of sweetness. 

Overall everything from atmosphere, service, and food was excellent. We had such a great time. I can't wait to come back and bring friends and bring my husband for date night. Dying to try that famous huge tomahawk steak for dinner! See you again soon! Highly recommend.",5,2018-06-10 19:30
mLOSFyoG-5gWrJfKxs-lOA,ib_ZTEwlCyz7xUCNXfmv_g,orypdwCu2oSEJv3YNTSAhw,"I finally was able to try this place!!! My sister got
me sausage and brisket with Mac n cheese.. so delicious. Prices are affordable, and food is filling. I can't wait to be back!",5,2018-05-11 3:20
hvE_KRE-UT0yfKL-pmzsyw,TwSgyP30tvZu3M9dymVCXg,nsNONDHbV7Vudqh21uicqw,"The crab is pretty good, there aren't many sides to choose from. Service is hit or miss - sometimes we'll get a great waiter sometimes we'll get a mediocre ""I don't want to be here"" waiter. Avoid the steaks - overcooked and not seasoned. Pretty cool atmosphere, I mean, the place is literally underground hence the name. Molten lava cake was, um, not a molten lava cake but a fully cooked chocolate cake. Overall, not bad but not great either.",3,2013-06-26 23:58
0g_uZhzidK6e9baLn9ND5w,ufuOeij0Px1Jl_IsVF-pbQ,ddLH_-W5Gr9Az4M5Xo981w,"Wow...I've never paid so much ($7.99) for such a small bowl of soup. Thanks for the 3 shrimp...2 bits of tomato and 3 mushrooms in BROTH...in a half quart container. Additionally, we called 8 minutes before they were open...they took the call, but not our order. Told us to call back in 8 minutes. Backwards logic. Not good business considering they are one of 5 Thai restaurants within 3 miles. Won't be going back.",1,2014-05-31 0:40
44tSnPMcExvtOXaFNlswBA,t-ECvbw52FSpcdNO6OhbgQ,yNPh5SO-7wr8HPpVCDPbXQ,"Never a big fan of DT Phoenix because of its traffic, but I was in the area and looking for a great place for lunch. So decided to go to Arrogant Butcher because of its rave reviews. Pretty packed during lunch hour, but got a seat right away at the bar. I know a lot of people recommended the app: House Soft Pretzel and Provolone Fondue, but didn't feel like it. Instead, I ordered Crispy Shrimp with Shishito Peepers & Spicy Aioli. For entree I ordered BBQ Half Chicken Plate served with Potato Puree, Gren Chile Cornbread, Coleslaw and BBQ Chicken Jus. The app was good but quite greasy on the bottom. The main dish was also okay, the chicken was not as flavorful as I expected. The bartender's service was great, he was busy but still able to be attentive. I'll give this place another try and order something else if I am around the area again.",3,2018-04-06 23:06
cwVatu6FibGpY-iXjbn6Qg,sYQyXDjGaJj7wfaqz5u8KQ,cHdJXLlKNWixBXpDwEGb_A,"I wish I lived closer to this place! It's awesome.  The food is fast, and it's actually good- giving you a great alternative to any other fast food joints out there.  They serve both Chinese and Mexican food, hence the sombrero wearing panda they have as their mascot.  The menu is filled with rice bowls, fried rice, burritos, quesadillas, combo's and snickerdoodles- yum!  You actually get a few snickerdoodles with your meal, which is a nice touch, I think. 

And if you're a vegetarian, you don't have to worry that you'll be stuck eating white rice and that's it.  They have quite a few veggie friendly items on the menu, and they're pretty accommodating if you have any special requests.  I think there is also a Chino Bandido in Chandler, but I've only ever been to this location. 
 
My recommendation:  skip McDonald's and come here instead!",4,2007-06-19 2:15
KWLcZ0b7RJyKWaHKboetqQ,VY6-1smogNAnOyEEqBVK1Q,cHdJXLlKNWixBXpDwEGb_A,This Asian fusion place is so good I wish there were more locations especially in Tempe. The drive is worth it for the food and the cookies. The fried rice with jerk chicken and cheese quesadilla is what I recommend!,4,2017-05-04 2:53
6_DOLBBJbmBabvalSVcJ7Q,eJ4yMffuZUtK8y8QzsNDaA,ecJri9ozyke4dOCWulZiRQ,"Yes, yes, yes. Make sure to ask for the egg to be soft otherwise you get a hard boiled egg by default.",4,2017-12-05 14:27
sxZsjTHPmZsDMK2scHgi9Q,aYINKdgYpD_94BAn4fhNng,wUKzaS1MHg94RGM6z8u9mw,"Wow! We had a fab dinner AND a great experience. Josh P (aka Detroit) was our server and his attentive energy was astounding and made my husband's birthday dinner one of his favorites. Dan enjoyed the bouillabase...every single saffron kissed drop. The sea bass was amazingly light with little gifts of grapefruit zest to bring out the flavor. We started by sharing a duo of greens.. the warm artichoke salad and the chilled beet salad. Yum! Josh made great recommendations and they were spot on. All in all...Josh made the evening amazing. We also appreciated Matt, the manager, informing us about all their restaurants in the area that are chef driven. We cannot wait to try them all!",5,2015-11-23 4:39
8PUwad-VsQys-bVWfhjB7A,Xq2TNv7CmtMAG8Zs6EFk4w,yNPh5SO-7wr8HPpVCDPbXQ,Decent on just about every front.  Convenient location for suns games and events. Don't have high expectations for the food though.,3,2018-04-06 22:53
1fUklHNpu3zHPToM0z1kAw,ISnQFvO_qKRoQTyj7DxdhQ,fnaDx7UD4MiodQlgYHDwsQ,"Like others mention, it's in a creepy little strip mail shopping center but the place is clean and decorated in kitchy Chinese decor. Service was very good. They provide a large ""pot"" of white rice family style for your table. I ordered the scallops and peapods. While the sauce and veggies were delicious the scallops were a little overdone and rubbery. I will go back and try something else. Prices are reasonable and the portions are large. Free hot tea with your meal and the egg rolls were very good. It's not authentic Chinese like Wah-sun but it's good enough for me.",4,2012-11-11 1:26
uAR8PhjgDsozUinZperSTw,m-YNLs1N58gcEM4Ee2EIgg,5ykOWYZ44sUvu9qxD8rPeg,"Needed to find a new lunch place in Scottsdale so I searched YELP..found this one and we tried it.. 

Very charming little spot. We ate outside and that was absolutely pleasant! Asked what to have and we were recommended to have the Biaggia. (Fig, prosciutto, arugula oh my..!) it was perfectly devine. 

Prices were perfect for the individual sized wood fired pizza. Def going to go again! We have been looking for a good wood fired pizza with similarities to the el Vicino Pizzas(CO) styles. yaaaa :)",5,2013-04-16 0:39
LaHTRM9wO8LTFUf3567vxA,Ij7OcAO5FpoNKxS1RzNoWw,n8RVrpWpcd3HprzEnJ3RxA,"Gotta admit...I am normally an OHSO brunch fan...it is our tried and true..however these days, if you aren't there by 9 on the dot, then its a huge wait which sometimes we will endure and others, not so much.

A friend suggested this place and said it was like a classic diner. It is...it reminded me of being back east and going to the diners there. I guess I just don't know about as many out here, but I didn't think they had them. 

It was a great choice! It is your standard diner feel with the massive delicious portions. I had the crepes with strawberries. My only issue with it was that it was the pre-macerated strawberries and they didn't look good - they came on the side so no harm done, but now I know! It came with hash and a choice of meat. Pretty awesome.

Hubs and our friend got big plates and ate nearly everything and loved it! This place is really cute.",5,2016-01-07 22:32
j8EIc4nTetM3vsi4WzU-og,1ug7EtH4blOzzbqqkmkenA,F8lC8jHCykqPy0h2AJ9lnQ,"Nicest staff, but the execution on drinks is somewhat inconsistent. This review is for drinks (smoothies, milk teas) only, as I haven't tried the ice cream bars. The drinks veer on the sweet side, and prices are on the high side as well.  

Avocado All the Way smoothie:
The first time I got this drink, I thought it was a solid 3stars because the avocado was creamy and fresh, the staff accommodated my request of less sweetness and just condensed milk, and it was a pretty good size. There were chunks of ice that hadn't been blended very smoothly, but it's a smoothie -- it happens. The second time I got this drink, the avocado was unripe to the point of being crunchy. This meant that it separated from the ice and condensed milk almost immediately, there were hard chunks that hadn't been blended because of how crunchy it was, and I even found a sliver of the outside skin in the drink. And raw avocado has that weird habit of coating the inside of my mouth with that friction-y, somewhat bitter aftertaste. For $5+, I wasn't impressed and ended up throwing away the drink after a few sips.

Malibu's Most Wanted smoothie:
Pretty good rendition of a pina colada, and pretty creative with the presentation as well. If I liked pina coladas, I'd probably get this more often as it's a nice virgin version (try saying that five times fast). And yes, the creative drink names are pretty darn cute.

Milk teas and teas:
The teas here are unfortunately a far cry from Dayung's, and they're pretty watered down and generally taste like sugar water. Not bad if you're a fan of that kind of ""milk tea,"" but it feels more like milk and sugar with a little bit of tea rather than tea with milk and sugar. The Thai tea is overly sweet, but the tea taste was stronger. 

Overall I'm not sure if I'd come back. It's such a cute little spot, but with the prices and misses, I'm not sure I'd venture back to pay for the ambiance instead of the products.",2,2018-07-19 5:07
52pnuxNfX3BSaew0gCzZGA,HsEUBvJkW9_wd7wNNny1oQ,uKKNw68mZZaa1jcyszEbyA,"The Crepe Bar is awesome! for someone who doesn't like Crepes, I really like this place. 

-Great service
-Great Crepes; savory and sweet
-Great Coffee
-Great build-out, its super cute!

I Highly recommended the Grand Prix prior to 11am. 

Dogs are welcome to sit outside on the patio.",5,2016-03-19 20:01
aY2DmTZccml4kP82luPjQQ,7G32ROAbIIGYoDo1fqx70A,sQ6DZZLLJRfwUr0eDWKDDg,So much better than Pei Wei right next door. I am a big fan of this place for lunch.,4,2008-12-28 2:53
RBzQd2-7LteCz30skl704w,nATwGyVFLrzBRoJzLKWBuQ,wUKzaS1MHg94RGM6z8u9mw,"Wow! Wow! Wow! I absolutely love Olive & Ivy and I wish I lived closer to their restaurant. 

The food: phenomenal, the service: spectacular. From the wine menu, house bread, charcuterie appetizer; the veal ravioli to the desserts...I literally have zero-complaints. 

Our server was not only friendly but on top of drink refills and getting our food to us at a very quick-pace considering our table of 5 came in at a busy hour on a Sunday evening. 

It's obvious the amount of work and love put into the one-of-a kind meals prepared at Olive & Ivy and that the employees enjoy what they do. Not to mention the perfect ambiance. I'll be back again & again when visiting Scottsdale.",5,2018-08-26 20:50
oFayUJTmLHyPPnsdaNaqEg,IqoPX2xo4_WdU3VMLKW2Lw,Ja4stXdNYr39u5CZHMNtjw,"The bangin'est happy hour (3-7 EVERY day!!) in Old Town by miles, Cien Agaves is everything I thought I hated (the fratty old town crowd), but everything that speaks directly to my soul (cheap and delicious). Margs are never even my go to, but at 4 bucks a pop for a delightfully strong house margarita, how could I say no? Also on HH: half priced apps and $2.50 tinga tacos. 

You can't really go wrong with any of their tacos, at least in my experience. Shredded beef and carne asada both excellent, and the island shrimp is a bit of a sleeper hit. But I always come crawling back to the tinga. God, it's just fantastic, especially on the hard shells--I'm not usually a hard-shelled taco kinda gal, but these are the perfect amount of crispy fried perfection. 

My one small gripe about Cien is that while the food is all amazing, it's pretty hard to get in and out in a tight hour during lunch time. What we've ended up doing in the past is ordering, and then asking for our checks as our food comes out so we can bounce ASAP. Not the hugest deal, just a bit of a hassle gettin' back to that 9-5. That being said, I've always had amazing service; all of the hostesses, servers, and bartenders are super nice and helpful, and check in often to make sure things are still going swimmingly.

One oddball bonus point: their guac comes with pomegranate seeds! Yum!",4,2018-05-22 4:48
4hlyjl9WCA9PcnJcwdR5Tg,yV4dun0_ALnZ6LQIsrCu_Q,1HD5iUUfVJDbfEBIn9yVhw,"The tapioca balls were soft but the iced coffee drink felt like I was slurping Straight SUGAR. Way toooo sweet. :( 

The location is right next to a Chinese supermarket. They have a lot of different flavors (iced tea, slushes, smoothies) but overall nothing that special.

Most of the staff workers looked like high school students.",3,2011-11-04 5:46
0G-FVu91qvKFxmImhKpE_Q,F4incfAtndpvReXZje--cw,9vub2LM7Djy8P-LPumcLXA,"Walked in to a crowded and small location, full of smoke from the grill and no place to sit.  Ordered the food and waited 15 minutes for preprepared food.  No place to sit inside so sat outside on the patio with no shade in the direct hot Phoenix summer sun.  The food was just ok, gorditas were tiny, the bread was good, the meat was just ok tasted like it was made a couple days ago, Jamaica to drink was just ok.  I would not hurry back.",2,2018-07-29 15:04
fBr7jeOlZS9clkDfHp3z5w,5jz-BicrPZGCp-Mi-oBRUw,ncXQtqJT5Gk1QztwTrBrgw,"New York Bagels N' Bialys is one of my go to breakfast spots! That have a solid breakfast menu, they have delicious bagels and they make a killer bloody mary! A must if your looking for some good new york deli fare!",3,2015-10-19 20:01
dus3DYW2mcSp-8EHgnTeWA,7EBmtoGG0lp9lTl1ZO3svw,YmOWkved7K8q3eXgf4NNnA,"Used to come here quite a bit then it went drastically downhill. College kids that don't care about their work behind the counter, cold food, and mediocre coffee. Those three things define this place for me.",1,2015-11-22 17:53
H7tEbxUbx9A6bgqWthyusA,xKqPF9SejT41vt76foyVVQ,cHdJXLlKNWixBXpDwEGb_A,"What can you say about this place? The restaurant is not nice, the neighborhood is not great and it's not that close to where I live. Now with that being said, I love this place! Always tasty, always consistent and you could literally get something different everyday of the week for an entire year and never have the same thing twice. One of my favorite places to eat ever!",5,2015-07-20 17:43
4mVWCruU0SzE89xfWGaq9Q,GfN4M3SfoVmKc6kKZHHWow,I779CNMLWhZu6BxkGfLvwQ,Amazing service and fantastic calamari. My husband loved the poblano soup. We had sushi and it was delicious. We also really loved the vibe and atmosphere. We will be back to try other menu items!,4,2017-05-29 1:11
VQwdKQyT3CsAxnp_eT-MPQ,0KlYJkWmfxFXZpHaYWX6JQ,cHdJXLlKNWixBXpDwEGb_A,Mexican Chinese fusion....ummm yes please.  This place is alil hole in the wall spot and it's pretty. I get the jerk chicken with rice. Food tasty service fast. If you like spicy this place doesnt disappoint.,4,2018-02-04 20:07
UUAODdRunDfrqNT8JVphcA,4ECIXWllFTxtJaj1cKOZWw,VT9VcNegXrl-BLDCjWH3fQ,"If you came here for to try a twist on coffee, you've come to the right place. Tres Leches has its own unique blends of Mexican inspired lattes. The owner, (yes, he's the guy on the Tres Leches cups with the mustache!), once told me it took him months to perfect the recipe for the Horchata latte, and it shows. Each latte is well-crafted with care and love, and the Tres Aztecas is exceptional. Call me a coffee addict but I've tried their Tres Mexicana and Horchata, too and the Tres Aztecas is by far the best. I personally liked their old location better, but I'm bias because their old location was in my neighborhood. They've moved on to better and bigger things and now have a cozy little house-cafe that's not a great place for studying, but a cool place to hang out and chat with a friend. Stop by here for a iced treat.",4,2017-07-30 5:33
zL7fzkupofbTaFBDhKis-w,ixLOnbTqQt41fooWRTBb3g,cPEo3-TmIqCwHLFGKZgwGg,"Love this place. Their Szehuan Spicy Chicken is the bomb. I love spicy food and it comes with a pile of crispy fried chili pepper on top of well seasoned chicken.
Their sweet and sour chicken tastes great too. They also have You Tiao (Chinese fried dough sticks) on weekends. 
Make sure to try their hot soy milk too! Unsweetened and yummy.",5,2015-02-25 5:25
xcTKV9sFET5UG2e8b0UYFQ,aKhv49qQ1A1MDvGZ-cVh7Q,wJY74R0zAgjxvBf-d4gm9g,"I love the good sized patio and the gas lamps add a nice classy touch. I would come back just to sit on the patio sipping drinks and observing a local species known as the Douchebagus Scottsdaleus in its natural habitat. The Douchebagus is a nocturnal creature that  typically travels in packs of three to eight and flourishes in the area engaging in a complex mating ritual that includes consuming copious amounts of alcohol and behaving in an increasingly obnoxious and self-absorbed manner until it attracts an equally obnoxious and self-absorbed mate.  The patio at Kelly's offers front row seating as packs of Douchebagi roam the streets, though this does detract from the classy touched afforded by the gas lamps.

Beyond the front row entertainment, I was happy with the bruschetta and cheese plate and the Jameson girls were there so I enjoyed more than a few Jamey and Gingers (Jameson and Ginger Ale) on special for $4. For dessert I had a greyhound so the amateur-professional alcoholic in me could not have been happier.

Laura was not thrilled about her steak sandwich and made it a mission not to let me order food (did I eat at all that night? I really can't remember) and some of the other people in our group repeatedly had to send back their drinks. The margarita ""tasted like lime juice"" if I recall. But I continued to happily down my Jamey and Gingers. So much that we eventually decided to move on.

I think we did the right thing by starting here then moving on to drunker pastures.",3,2012-10-18 6:31
IX5FbYmRWweTqbFbXNZDsw,optd66t5hC1pvSqMqotQaw,S-oLPRdhlyL5HAknBKTUcQ,"*I am going to preface this with the fact that my friend and I went there during Phoenix Comicon*

Being from out of town, I was using yelp to find some sushi close to my hotel. After seeing the high rating, my friend and I decided to walk over. We saw that it was busy but not full so we had hope. 

Even though there was at least 4 open tables (5 including a reserved one), they were not seating anyone that had been waiting. The tables themselves hadn't been bussed yet. So patiently we wait, 25 minutes go by and they still aren't bussed and the line continues to grow. Being near the front, we decided to continue waiting. 

35 mins hit and we are seated along the front window. The table was still dirty... Another 10 goes by and we finally order our drinks. 10 mins later they arrive and we place our order. 20 mins later and that arrives. I order their pot stickers and they were tasty. I also got some tuna nigiri which was COVERED in this spicy bitter sauce. Yuck. Lastly I got spicy tuna rolls which were poorly put together and extremely loose. My friend got the Vegas roll which also were poorly constructed and covered in a spicy mayo. They also only tasted like pure jalapeño. They went unfinished. 

Also, the service was abysmal. I finished my water and never got to have it refilled in the hour and half long meal. My friend waited 25 mins to get a refill on a coke. Ugh. While busy, they didn't look short staffed or over filled. We saw them standing by the front a lot. 

All in all, I will never go back.",2,2015-05-31 3:33
o8h5_JY6j5YHBbdPn60SxA,OjMN0d408H73eYGMAUMF2Q,t53w4JlkxTau-G-TzhSWog,"Never thought I would be a fan of a conveyer belt sushi bar....you know, the fear of watching the same rolls go around and around and wondering how many hours it's been sitting there? Teharu is always busy so I dropped that fear as soon as I walked in the door! This place rocks my socks off! The restaurant is small, so get there early or go on a weekend for lunch if you don't want to wait for a table... however, my motto: if there is a line or a wait, it must be good!... and it was! 
Our waiter was very friendly and so were all the sushi chefs. My hubby asked for a specific roll and they made it for him on the spot! The sushi is all really fresh and they make a bunch of different rolls and other things as well. It was a fun time and I can't wait to go back! My hubby and I had a tall stack of plates (I think we tried almost everything... prolly not but it seemed like it) and the whole bill was under $20!!!!",5,2015-07-07 16:09
AoYPXprkY_L5A7bBUEdCzg,gynMtvoyHZrSDsHMecwd8Q,SkO0Kd4_bO4VWTzCa_k8_g,"The bartenders Craig and Eve are awesome. Just AWESOME!!!  Ok now that I have that out of the way.. let's move on.

 Excellent beer selection and they stock some of my fav Belgian brews. Happy happy joy joy. They have my fav gin and that makes me grin. Good selection of other drinks too but having said that they could use a greater variety of single malts but it's not bad either 

The mix drinks are always the bomb and I love me some Moscow mule esp in this damn weather. Craig makes you a solid stiff drink and doesn't down it under ice. More happiness 


The food selection is lacking and rather abysmal but it's not like the place markets itself as a restaurant.  Even so, it would be nice to have more on the menu than their pizza offerings which are all pretty darn good. 

The place is clean the restrooms are spotless and for a bar that's pretty darn impressive. 

The atmosphere is very laid back the patrons are just as friendly as the staff and honestly for a local bar that is just unbeatable. 

I go here more than I want to admit and it's primarily for the friendly courteous service and stiff drinks. Highly recommend",5,2014-07-16 19:12
IDPYsr6KmdTSoivnPIHqQQ,BqE21d_vGACZFU2U8dCRSw,8zN3nV0zbtE377_XhlvabA,"I love Jolie's place!  Jolie's has the hardest working bartenders I have ever seen. If they are not pouring drinks, they are busy making sure the bar is spotless.  They aren't light handed pours either.

The food however, is the highlight here.  Just look at all the pictures of the food served here and you will soon realize this more than just a bar, it is a gastropub to be sure.

We have tried most of the food on the menu and have not been disappointed even one time.

Highly recommend the club sandwich and the Stromboli.  Breakfast is great too!  I think they open at 6am.",4,2015-05-03 17:58
bM_k9hT9DMqRGGpQbYgYNQ,g7Nfe1nHrHmlTtkBwFr6hg,6nKR80xEGHYf2UxAe_Cu_g,Fantastic BBQ at a very unlikely spot. Most people don't expect to have a gas station with such an outstanding menu. What I love best is as you wait in line there are adorable items for sale in the shop they have. Awesome gifts!!!,4,2016-02-15 21:02
gPebXw0_tCT2USLOEKuDuw,ktm2YMsb65tRnePcYpVlqg,7Ny2GHLw8xl_kXfhfrvh5w,"My mom loves this place. It seems very hipster-y inside. 
The food was wonderful [individual omelets for all of us and shared breakfast potatoes], but our waitress would not let my brother order lunch 15-20min before lunch service started. With her spacy-ness [barely paying our table attention, let alone getting us water refills] you'd think she was going to let him order since it took forever to order, but nope! 
What really bites the bullet is my aunt called us to order her a salad, 10 minutes before lunch service, AND THE WAITRESS TOOK THE ORDER. Really, girl?!
It was like a 1-2 punch to my brother's gut.",4,2014-05-30 2:38
0CZ--vw4AAwaPKHk3kHuwQ,E6mMNnlg8btB-Lz7b5BovQ,l-D0uS-tgmhkFpHKBXvPQA,"definitely love the food here. I've only been here twice, but each time the food has been wonderful and the service fast and friendly. 
I would recommend the machaca, carnitas and jen red quesadilla (sweet and sour).

I do like how the food comes in a tinfoil container, so if I want to get my food to go all I need is a lid and it's ready for carry out. 

My one complaint is there is no ice tea. They do have Lipton tea from the fountain, but that's not tea, I don't know what that swill is. If only they would get some fresh brewed tea, this place would get five stars.",4,2008-06-09 21:51
bUQnDT2BdfjTXgbqpN8qSg,w0vjeX1dbDmiTXhwDTL39w,S-oLPRdhlyL5HAknBKTUcQ,"New favorite sushi place right in Downtown. I've never been to the lunch service but I have been to the dinner service multiple times without complaints. Even on busy nights, service is always quick and never disappointing. We have our favorites,  the Arizona Roll one of them. Phenomenal. The entire staff is friendly and I recommend it to everyone!",5,2014-04-23 19:57
73P14of1M6zPV-CK3XXe-Q,UXL3osX6su7tLj3noznN2g,YmOWkved7K8q3eXgf4NNnA,"I've only been here once but my first time there was tasty! 

I could eat breakfast all day, every day and N Counter hit the spot. My man and I ordered two soy lattes, Banana Walnut Pancakes and the Farmers Market Bene. SO delicious!! The pancakes were decadent and the Farmers Market was just the right amount of flavor and spice with a little addiction of Cholula. Food was cooked well and despite how busy it was we didn't wait forever for our meal. 

We enjoyed a nice spot out on the patio enjoying the sun. N Counter is in the heart of Tempe and  close to A Mountain as well as little shops and a movie theater. Get a quick hike in before you grab a delicious breakfast at N Counter!",4,2012-01-09 4:04
zecZIRTIwDwnZU-mp8mXTQ,4suJsf9Q2uruOwKlnBixow,thLX_k20SPJ0KyusGTBIHw,"I had high expectations coming into this restaurant based on all the reviews on here but overall it was just okay. Diego Pops does have a very nice presentation going for it and I did like the decor. For lunch I decided on the cheese quesadilla and the shrimp taco. The cheese quesadilla was better than expected and I loved the presentation that it came in! As for the shrimp taco it was decent but nothing too special as far as tacos go.

Service was a bit of a letdown however as once the restaurant got more busy it took a while to finish up my meal and get the check. Perhaps they were short staffed or just wasn't expecting so many people to show up but it wasn't too big of a deal.

Overall I would say that Diego Pops is a nice addition to the area but with the service being a bit of a letdown due to the slowness that I experienced at the end of my meal I would probably think twice about coming back here again. Also with so many Mexican restaurants in the Phoenix area there are definitely better options for food.",3,2015-09-02 3:21
mmHTj81txQnCjqovfmD2og,93ZaU3GfaXSr-RjabsaQ2Q,ePt0qmZgU-fjqMoM1M2U3Q,"Formely known as Shanghai Palace, this small southeast Scottsdale restaurant has undergone som big changes.  Chef and owner Tottie Kaya, along with her husband have been tirelessly working on the expansion for months unbeknownst to the ordinary diner.  In 2008, the wall that separated the old part of the restaurant from the brand new portion was knocked down.  This has made Shanghai Palace, now known as ""Tottie's Asian Fusian"", more than twice it's size.  The renovations include warm orange and red colored walls along with specially designed furniture and a gorgeous suspended crystal sculpture.  The cuisine has expanded as well.  A brand new Sushi Bar featuring authentic Japanese creations by a separate Japanese chef is soon on it's way.  The beer and wine selections will also make way for a full bar as soon as Tottie's liquor liscense arrives.  If you like things on the spicy side, make sure to ask for Totti'e special hot sauce made from lime and chili's she grows herself!  The prices are just right the food is prepared fresh and of utmost quality and the Chef is ready to greet our guests with excellent service.  Please consider Tottie's Asian Fusian for families and anyone else seeking great asian cuisine without the hype!",4,2008-01-11 2:28
